Movies rated by user 1:

     movieId  rating                                                                           title                                                     genres
8140    106918               4.7                                                                             Secret Life of Walter Mitty, The (2013)                            Adventure|Comedy|Drama         0.81              87.98
788       1097               4.7                                                                                   E.T. the Extra-Terrestrial (1982)                             Children|Drama|Sci-Fi         0.60              59.25
2712      3836               4.7                                                                                               Kelly's Heroes (1970)                                 Action|Comedy|War         0.75              89.39
1660      2360               4.7                                                                                    Celebration, The (Festen) (1998)                                             Drama         0.85              90.23
1633      2329               4.7                                                                                           American History X (1998)                                       Crime|Drama         0.68              57.27
1235      1755               4.7                                                                                                Shooting Fish (1997)                                    Comedy|Romance         0.84              92.21
3480      4993               4.7                                                           Lord of the Rings: The Fellowship of the Ring, The (2001)                                 Adventure|Fantasy         0.68              37.84
793       1104               4.7                                                                                    Streetcar Named Desire, A (1951)                                             Drama         0.78              87.98
6526     58301               4.7                                                                                             Funny Games U.S. (2007)                                    Drama|Thriller         0.90              92.49
7908     99813               4.7                                                                      Batman: The Dark Knight Returns, Part 2 (2013)                                  Action|Animation         0.85              91.36
6889     69481               4.7                                                                                             Hurt Locker, The (2008)                         Action|Drama|Thriller|War         0.76              84.04


Serendipity then Fairness




Top 100 recommendations after first reordering

      Movie ID  Predicted Rating                                                                                                  Recommended Movies                                             Genres  Serendipity  Exposure Fairness
5736     33649               5.0                                                                                                  Saving Face (2004)                               Comedy|Drama|Romance         0.98             100.00
7639     92475               4.8                                                                 All Watched Over by Machines of Loving Grace (2011)                                        Documentary         0.93              95.27
8419    117531               4.8                                                                                                    Watermark (2014)                                        Documentary         0.92              95.56
7350     84273               4.8                                                                                    Zeitgeist: Moving Forward (2011)                                        Documentary         0.92              95.56
7078     74226               4.8                                         Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)                                  Documentary|Drama         0.92              95.56
7643     92535               4.9                                                                       Louis C.K.: Live at the Beacon Theater (2011)                                             Comedy         0.92              95.12
5282     26073               4.8                                                               Human Condition III, The (Ningen no joken III) (1961)                                          Drama|War         0.92              95.56
8814    138966               4.8                                                                                    Nasu: Summer in Andalusia (2003)                                          Animation         0.92              95.56
3961      5915               5.1                                                                           Victory (a.k.a. Escape to Victory) (1981)                                   Action|Drama|War         0.92              99.70
5431     26928               4.8                                                                               Summer's Tale, A (Conte d'été) (1996)                               Comedy|Drama|Romance         0.92              95.56
7006     72171               4.8                                                                                               Black Dynamite (2009)                                      Action|Comedy         0.92              95.27
9516    184245               4.8                                                                                             De platte jungle (1978)                                        Documentary         0.92              95.56
8667    132333               5.0                                                                                                         Seve (2014)                                  Documentary|Drama         0.92             100.00
6612     60333               4.8                                                                           Encounters at the End of the World (2008)                                        Documentary         0.92              94.98
9462    179135               4.8                                                                                               Blue Planet II (2017)                                        Documentary         0.92              95.56
9339    171011               4.7                                                                                              Planet Earth II (2016)                                        Documentary         0.91              92.21
8888    142115               4.7                                                                                              The Blue Planet (2001)                                        Documentary         0.91              93.05
2383      3379               5.1                                                                                                 On the Beach (1959)                                              Drama         0.91             100.00
6688     62336               4.9                                                                                                         FLCL (2000)                    Animation|Comedy|Fantasy|Sci-Fi         0.90              95.42
1933      2732               4.8                                                                                 Jules and Jim (Jules et Jim) (1961)                                      Drama|Romance         0.90              94.40
6526     58301               4.7                                                                                             Funny Games U.S. (2007)                                     Drama|Thriller         0.90              92.49
5242     25771               4.7                                                                       Andalusian Dog, An (Chien andalou, Un) (1929)                                            Fantasy         0.90              92.49
7081     74282               4.7                                                    Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)                             Children|Drama|Romance         0.90              93.05
6995     71899               4.8                                                                                                 Mary and Max (2009)                             Animation|Comedy|Drama         0.90              92.96
8403    116897               4.7                                                                                                   Wild Tales (2014)                              Comedy|Drama|Thriller         0.90              90.80
9477    180095               4.6                                                                                                       Wonder (2017)                                              Drama         0.90              90.56
9543    188751               4.6                                                                                 Mamma Mia: Here We Go Again! (2018)                                     Comedy|Romance         0.90              91.11
7942    100882               4.6                            Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)              Adventure|Comedy|Fantasy|Romance|IMAX         0.90              90.84
8281    112290               4.8                                                                                                      Boyhood (2014)                                              Drama         0.90              90.94
8294    112552               5.1                                                                                                     Whiplash (2014)                                              Drama         0.90              88.83
4198      6375               5.0                                                                               Gigantic (A Tale of Two Johns) (2002)                                        Documentary         0.90              99.09
9325    170705               4.9                                                                                             Band of Brothers (2001)                                   Action|Drama|War         0.90              96.01
6943     70946               4.6                                                                                                      Troll 2 (1990)                                     Fantasy|Horror         0.89              90.56
9146    159817               4.7                                                                                                 Planet Earth (2006)                                        Documentary         0.89              91.64
9530    185135               4.6                                                                                   Sherlock - A Study in Pink (2010)                                              Crime         0.89              90.84
4946      8132               4.9                                                                                                    Gladiator (1992)                                       Action|Drama         0.89              95.42
5877     40412               4.6                                                                                             Dead Man's Shoes (2004)                                     Crime|Thriller         0.89              90.84
7817     96829               4.6                                                                                           Hunt, The (Jagten) (2012)                                              Drama         0.89              88.64
8285    112334               4.6                                                           Internet's Own Boy: The Story of Aaron Swartz, The (2014)                                        Documentary         0.88              91.11
4811      7615               4.5                                                                                                Desert Hearts (1985)                                              Drama         0.88              88.89
3293      4708               4.7                                                                                                   Marat/Sade (1966)                                      Drama|Musical         0.88              93.05
6096     47404               4.6                                                                                                    Mind Game (2004)  Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi         0.88              90.84
8162    107771               4.6                                                                                       Only Lovers Left Alive (2013)                               Drama|Horror|Romance         0.88              91.11
7130     76091               4.6                                                                                               Mother (Madeo) (2009)                       Crime|Drama|Mystery|Thriller         0.88              91.11
8810    138632               4.6                                                                                                  Tokyo Tribe (2014)                          Action|Crime|Drama|Sci-Fi         0.88              91.11
8956    146656               4.6                                                                                                        Creed (2015)                                              Drama         0.88              89.19
7818     96832               4.6                                                                                                  Holy Motors (2012)               Drama|Fantasy|Musical|Mystery|Sci-Fi         0.88              91.11
9483    180777               4.6                                                                                   Die Frauen von Ravensbrück (2005)                                        Documentary         0.88              91.11
7430     86781               4.5                                                                                                    Incendies (2010)                                  Drama|Mystery|War         0.88              87.82
4874      7843               4.6                                                                                                     Lammbock (2001)                                             Comedy         0.88              91.11
6950     71108               4.6                                                                           White Ribbon, The (Das weiße Band) (2009)                                      Drama|Mystery         0.88              91.11
9354    171917               4.5                                                                                     Mystère à la Tour Eiffel (2015)                             Drama|Mystery|Thriller         0.88              88.89
8273    111913               4.5                                                                                                      Lilting (2014)                                              Drama         0.88              88.89
5299     26169               4.6                                                                          Branded to Kill (Koroshi no rakuin) (1967)                                 Action|Crime|Drama         0.88              91.11
6591     59814               4.5                                                                                                   Ex Drummer (2007)                          Comedy|Crime|Drama|Horror         0.88              88.89
8476    120478               4.6                                                                                        The Salt of the Earth (2014)                                        Documentary         0.88              90.56
5515     27716               4.6                                                                    Green Butchers, The (Grønne slagtere, De) (2003)                         Comedy|Crime|Drama|Romance         0.88              91.11
7943    100906               4.6                                                                                                 Maniac Cop 2 (1990)                             Action|Horror|Thriller         0.88              91.11
9446    177593               4.8                                                                    Three Billboards Outside Ebbing, Missouri (2017)                                        Crime|Drama         0.88              93.54
9095    157108               4.6                                                                     Texas - Doc Snyder hält die Welt in Atem (1993)                                     Comedy|Western         0.88              91.11
6136     48322               4.8                                                                                           Jackass Number Two (2006)                                 Comedy|Documentary         0.88              93.83
5454     27156               4.8  Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)              Action|Animation|Drama|Fantasy|Sci-Fi         0.88              94.40
9371    172705               4.4                                                                                              Tickling Giants (2017)                                        Documentary         0.87              86.67
9289    168248               4.8                                                                                       John Wick: Chapter Two (2017)                              Action|Crime|Thriller         0.87              93.83
1497      2131               4.6                                                                                  Autumn Sonata (Höstsonaten) (1978)                                              Drama         0.87              90.29
8083    104879               4.7                                                                                                    Prisoners (2013)                             Drama|Mystery|Thriller         0.87              89.11
7193     78836               4.6                                                                                               Enter the Void (2009)                                              Drama         0.87              90.84
845       1192               4.6                                                                                             Paris Is Burning (1990)                                        Documentary         0.87              90.01
8852    140715               4.8                                                                                       Straight Outta Compton (2015)                                              Drama         0.87              93.83
820       1151               4.5                                                                                                 Lesson Faust (1994)                     Animation|Comedy|Drama|Fantasy         0.87              88.62
9291    168252               5.1                                                                                                        Logan (2017)                                      Action|Sci-Fi         0.87              92.76
5354     26528               4.6                                                                                         Anne of Green Gables (1985)                                     Children|Drama         0.87              90.56
3552      5120               4.6                                                                                                       Sleuth (1972)                            Comedy|Mystery|Thriller         0.87              90.56
5330     26366               4.4                                                                                         Harlan County U.S.A. (1976)                                        Documentary         0.87              86.67
7449     87234               4.5                                                                                                    Submarine (2010)                               Comedy|Drama|Romance         0.87              88.35
5322     26326               4.6                                                                     Holy Mountain, The (Montaña sagrada, La) (1973)                                              Drama         0.87              90.84
4850      7767               4.6                                                                      Best of Youth, The (La meglio gioventù) (2003)                                              Drama         0.87              90.84
3114      4429               4.6                                                                                                    Moby Dick (1956)                                              Drama         0.87              90.84
8277    112138               4.7                                                                                               22 Jump Street (2014)                                Action|Comedy|Crime         0.86              88.26
3532      5088               4.4                                                                                Going Places (Valseuses, Les) (1974)                                 Comedy|Crime|Drama         0.86              86.67
653        905               4.9                                                                                        It Happened One Night (1934)                                     Comedy|Romance         0.86              93.94
9324    170697               4.4                                                                                                       Gifted (2017)                                              Drama         0.86              85.88
5566     30745               4.7                                                                         Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)                  Comedy|Crime|Drama|Horror|Mystery         0.86              93.05
9439    176601               4.4                                                                                                        Black Mirror                                 (no genres listed)         0.86              86.67
5123      8738               4.4                                                               Woman Is a Woman, A (femme est une femme, Une) (1961)                       Comedy|Drama|Musical|Romance         0.86              86.67
3486      5008               4.7                                                                                  Witness for the Prosecution (1957)                             Drama|Mystery|Thriller         0.86              91.08
4215      6408               4.4                                                                                 Animals are Beautiful People (1974)                                 Comedy|Documentary         0.86              86.67
7383     85342               4.5                                   Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)                                 Action|Crime|Drama         0.86              87.28
3349      4794               4.6                                                                                                        Opera (1987)                               Crime|Horror|Mystery         0.86              90.56
4152      6300               4.6                                                                         Flickering Lights (Blinkende lygter) (2000)                                Action|Comedy|Crime         0.86              90.56
2437      3451               4.8                                                                                 Guess Who's Coming to Dinner (1967)                                              Drama         0.86              92.67
753       1041               4.8                                                                                               Secrets & Lies (1996)                                              Drama         0.86              92.67
2698      3819               4.6                                                                                                      Tampopo (1985)                                             Comedy         0.86              90.56
6931     70565               4.6                                                                             Goods: Live Hard, Sell Hard, The (2009)                                             Comedy         0.86              90.29
5688     32657               4.6                                               Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)                                    Animation|Drama         0.86              90.29
2447      3468               4.9                                                                                                 Hustler, The (1961)                                              Drama         0.86              92.76
7518     89582               4.5                                                                               Cold Fish (Tsumetai nettaigyo) (2010)                                     Drama|Thriller         0.86              88.62
8557    127098               4.5                                                                         Louis C.K.: Live at The Comedy Store (2015)                                             Comedy         0.86              88.08
5569     30803               4.5                                                                                             3-Iron (Bin-jip) (2004)                                      Drama|Romance         0.86              88.35
9346    171749               4.4                                                                                   Death Note: Desu nôto (2006–2007)                                 (no genres listed)         0.85              86.67


Top 10 recommendations after second reordering

      Movie ID  Predicted Rating                                                           Recommended Movies                Genres  Serendipity  Exposure Fairness
5736     33649               5.0                                                           Saving Face (2004)  Comedy|Drama|Romance         0.98             100.00
2383      3379               5.1                                                          On the Beach (1959)                 Drama         0.91             100.00
8667    132333               5.0                                                                  Seve (2014)     Documentary|Drama         0.92             100.00
3961      5915               5.1                                    Victory (a.k.a. Escape to Victory) (1981)      Action|Drama|War         0.92              99.70
4198      6375               5.0                                        Gigantic (A Tale of Two Johns) (2002)           Documentary         0.90              99.09
9325    170705               4.9                                                      Band of Brothers (2001)      Action|Drama|War         0.90              96.01
8419    117531               4.8                                                             Watermark (2014)           Documentary         0.92              95.56
8814    138966               4.8                                             Nasu: Summer in Andalusia (2003)             Animation         0.92              95.56
7078     74226               4.8  Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)     Documentary|Drama         0.92              95.56
5431     26928               4.8                                        Summer's Tale, A (Conte d'été) (1996)  Comedy|Drama|Romance         0.92              95.56


Fairness then Serendipity




Top 100 recommendations after first reordering

      Movie ID  Predicted Rating                                                                                                  Recommended Movies                                             Genres  Serendipity  Exposure Fairness
2383      3379               5.1                                                                                                 On the Beach (1959)                                              Drama         0.91             100.00
5736     33649               5.0                                                                                                  Saving Face (2004)                               Comedy|Drama|Romance         0.98             100.00
8667    132333               5.0                                                                                                         Seve (2014)                                  Documentary|Drama         0.92             100.00
3961      5915               5.1                                                                           Victory (a.k.a. Escape to Victory) (1981)                                   Action|Drama|War         0.92              99.70
4198      6375               5.0                                                                               Gigantic (A Tale of Two Johns) (2002)                                        Documentary         0.90              99.09
833       1178               5.0                                                                                               Paths of Glory (1957)                                          Drama|War         0.84              96.68
2152      3030               5.0                                                                                                      Yojimbo (1961)                                   Action|Adventure         0.83              96.38
694        951               5.0                                                                                              His Girl Friday (1940)                                     Comedy|Romance         0.84              96.08
9325    170705               4.9                                                                                             Band of Brothers (2001)                                   Action|Drama|War         0.90              96.01
2275      3201               4.9                                                                                             Five Easy Pieces (1970)                                              Drama         0.85              95.71
8814    138966               4.8                                                                                    Nasu: Summer in Andalusia (2003)                                          Animation         0.92              95.56
5431     26928               4.8                                                                               Summer's Tale, A (Conte d'été) (1996)                               Comedy|Drama|Romance         0.92              95.56
9516    184245               4.8                                                                                             De platte jungle (1978)                                        Documentary         0.92              95.56
9462    179135               4.8                                                                                               Blue Planet II (2017)                                        Documentary         0.92              95.56
7350     84273               4.8                                                                                    Zeitgeist: Moving Forward (2011)                                        Documentary         0.92              95.56
8419    117531               4.8                                                                                                    Watermark (2014)                                        Documentary         0.92              95.56
5282     26073               4.8                                                               Human Condition III, The (Ningen no joken III) (1961)                                          Drama|War         0.92              95.56
7078     74226               4.8                                         Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)                                  Documentary|Drama         0.92              95.56
6688     62336               4.9                                                                                                         FLCL (2000)                    Animation|Comedy|Fantasy|Sci-Fi         0.90              95.42
4946      8132               4.9                                                                                                    Gladiator (1992)                                       Action|Drama         0.89              95.42
7639     92475               4.8                                                                 All Watched Over by Machines of Loving Grace (2011)                                        Documentary         0.93              95.27
7006     72171               4.8                                                                                               Black Dynamite (2009)                                      Action|Comedy         0.92              95.27
7643     92535               4.9                                                                       Louis C.K.: Live at the Beacon Theater (2011)                                             Comedy         0.92              95.12
6612     60333               4.8                                                                           Encounters at the End of the World (2008)                                        Documentary         0.92              94.98
5066      8542               4.8                                                                                          Day at the Races, A (1937)                                     Comedy|Musical         0.83              94.98
2475      3508               5.1                                                                                      Outlaw Josey Wales, The (1976)            Action|Adventure|Drama|Thriller|Western         0.80              94.87
5454     27156               4.8  Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)              Action|Animation|Drama|Fantasy|Sci-Fi         0.88              94.40
1933      2732               4.8                                                                                 Jules and Jim (Jules et Jim) (1961)                                      Drama|Romance         0.90              94.40
653        905               4.9                                                                                        It Happened One Night (1934)                                     Comedy|Romance         0.86              93.94
8852    140715               4.8                                                                                       Straight Outta Compton (2015)                                              Drama         0.87              93.83
6267     51709               4.8                                                                                          Host, The (Gwoemul) (2006)                Comedy|Drama|Horror|Sci-Fi|Thriller         0.80              93.83
4333      6645               4.8                                                                                                     THX 1138 (1971)                      Action|Adventure|Drama|Sci-Fi         0.79              93.83
6136     48322               4.8                                                                                           Jackass Number Two (2006)                                 Comedy|Documentary         0.88              93.83
9289    168248               4.8                                                                                       John Wick: Chapter Two (2017)                              Action|Crime|Thriller         0.87              93.83
9446    177593               4.8                                                                    Three Billboards Outside Ebbing, Missouri (2017)                                        Crime|Drama         0.88              93.54
2274      3200               4.8                                                                                             Last Detail, The (1973)                                       Comedy|Drama         0.85              93.54
1339      1939               4.8                                                                                 Best Years of Our Lives, The (1946)                                          Drama|War         0.85              93.54
882       1243               4.9                                                                        Rosencrantz and Guildenstern Are Dead (1990)                                       Comedy|Drama         0.79              93.35
3648      5328               4.7                                                                                                         Rain (2001)                                      Drama|Romance         0.81              93.33
2791      3951               4.7                                                                                             Two Family House (2000)                                              Drama         0.81              93.33
9349    171763               4.8                                                                                                  Baby Driver (2017)                              Action|Crime|Thriller         0.83              93.25
7081     74282               4.7                                                    Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)                             Children|Drama|Romance         0.90              93.05
8888    142115               4.7                                                                                              The Blue Planet (2001)                                        Documentary         0.91              93.05
5566     30745               4.7                                                                         Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)                  Comedy|Crime|Drama|Horror|Mystery         0.86              93.05
3293      4708               4.7                                                                                                   Marat/Sade (1966)                                      Drama|Musical         0.88              93.05
6995     71899               4.8                                                                                                 Mary and Max (2009)                             Animation|Comedy|Drama         0.90              92.96
3923      5833               4.7                                                                                                 Dog Soldiers (2002)                                      Action|Horror         0.84              92.77
9291    168252               5.1                                                                                                        Logan (2017)                                      Action|Sci-Fi         0.87              92.76
2447      3468               4.9                                                                                                 Hustler, The (1961)                                              Drama         0.86              92.76
2437      3451               4.8                                                                                 Guess Who's Coming to Dinner (1967)                                              Drama         0.86              92.67
753       1041               4.8                                                                                               Secrets & Lies (1996)                                              Drama         0.86              92.67
2156      3035               4.8                                                                                               Mister Roberts (1955)                                   Comedy|Drama|War         0.84              92.67
7407     86142               4.7                                                                          13 Assassins (Jûsan-nin no shikaku) (2010)                                             Action         0.85              92.49
5242     25771               4.7                                                                       Andalusian Dog, An (Chien andalou, Un) (1929)                                            Fantasy         0.90              92.49
6526     58301               4.7                                                                                             Funny Games U.S. (2007)                                     Drama|Thriller         0.90              92.49
9063    152970               4.7                                                                                    Hunt for the Wilderpeople (2016)                                   Adventure|Comedy         0.84              92.49
2421      3429               4.8                                                                                            Creature Comforts (1989)                                   Animation|Comedy         0.82              92.38
1235      1755               4.7                                                                                                Shooting Fish (1997)                                     Comedy|Romance         0.84              92.21
9339    171011               4.7                                                                                              Planet Earth II (2016)                                        Documentary         0.91              92.21
2242      3153               4.7                                                                                    7th Voyage of Sinbad, The (1958)                           Action|Adventure|Fantasy         0.84              92.21
6867     68952               4.7                                                                                              Drag Me to Hell (2009)                                      Comedy|Horror         0.81              91.92
4229      6440               4.8                                                                                                  Barton Fink (1991)                                     Drama|Thriller         0.82              91.81
9146    159817               4.7                                                                                                 Planet Earth (2006)                                        Documentary         0.89              91.64
3886      5747               4.7                                                                                                    Gallipoli (1981)                                          Drama|War         0.85              91.64
7908     99813               4.7                                                                      Batman: The Dark Knight Returns, Part 2 (2013)                                   Action|Animation         0.85              91.36
913       1279               4.7                                                                                               Night on Earth (1991)                                       Comedy|Drama         0.84              91.36
9185    161582               4.7                                                                                           Hell or High Water (2016)                                        Crime|Drama         0.81              91.36
7298     81932               4.9                                                                                                 Fighter, The (2010)                                              Drama         0.81              91.29
8810    138632               4.6                                                                                                  Tokyo Tribe (2014)                          Action|Crime|Drama|Sci-Fi         0.88              91.11
5299     26169               4.6                                                                          Branded to Kill (Koroshi no rakuin) (1967)                                 Action|Crime|Drama         0.88              91.11
5515     27716               4.6                                                                    Green Butchers, The (Grønne slagtere, De) (2003)                         Comedy|Crime|Drama|Romance         0.88              91.11
8285    112334               4.6                                                           Internet's Own Boy: The Story of Aaron Swartz, The (2014)                                        Documentary         0.88              91.11
9095    157108               4.6                                                                     Texas - Doc Snyder hält die Welt in Atem (1993)                                     Comedy|Western         0.88              91.11
7818     96832               4.6                                                                                                  Holy Motors (2012)               Drama|Fantasy|Musical|Mystery|Sci-Fi         0.88              91.11
6950     71108               4.6                                                                           White Ribbon, The (Das weiße Band) (2009)                                      Drama|Mystery         0.88              91.11
7943    100906               4.6                                                                                                 Maniac Cop 2 (1990)                             Action|Horror|Thriller         0.88              91.11
8162    107771               4.6                                                                                       Only Lovers Left Alive (2013)                               Drama|Horror|Romance         0.88              91.11
9483    180777               4.6                                                                                   Die Frauen von Ravensbrück (2005)                                        Documentary         0.88              91.11
4874      7843               4.6                                                                                                     Lammbock (2001)                                             Comedy         0.88              91.11
7130     76091               4.6                                                                                               Mother (Madeo) (2009)                       Crime|Drama|Mystery|Thriller         0.88              91.11
9543    188751               4.6                                                                                 Mamma Mia: Here We Go Again! (2018)                                     Comedy|Romance         0.90              91.11
3486      5008               4.7                                                                                  Witness for the Prosecution (1957)                             Drama|Mystery|Thriller         0.86              91.08
2364      3347               4.7                                                                                               Never Cry Wolf (1983)                                    Adventure|Drama         0.79              91.08
2148      3022               4.7                                                                                                 General, The (1926)                                         Comedy|War         0.83              91.08
2427      3435               4.8                                                                                             Double Indemnity (1944)                              Crime|Drama|Film-Noir         0.82              90.94
8281    112290               4.8                                                                                                      Boyhood (2014)                                              Drama         0.90              90.94
3114      4429               4.6                                                                                                    Moby Dick (1956)                                              Drama         0.87              90.84
6096     47404               4.6                                                                                                    Mind Game (2004)  Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi         0.88              90.84
7193     78836               4.6                                                                                               Enter the Void (2009)                                              Drama         0.87              90.84
5322     26326               4.6                                                                     Holy Mountain, The (Montaña sagrada, La) (1973)                                              Drama         0.87              90.84
4850      7767               4.6                                                                      Best of Youth, The (La meglio gioventù) (2003)                                              Drama         0.87              90.84
5357     26547               4.6                                                                             Police Story (Ging chaat goo si) (1985)                       Action|Comedy|Crime|Thriller         0.84              90.84
7942    100882               4.6                            Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)              Adventure|Comedy|Fantasy|Romance|IMAX         0.90              90.84
4950      8142               4.6                                                                                     Dead or Alive: Hanzaisha (1999)                                       Action|Crime         0.84              90.84
9530    185135               4.6                                                                                   Sherlock - A Study in Pink (2010)                                              Crime         0.89              90.84
5877     40412               4.6                                                                                             Dead Man's Shoes (2004)                                     Crime|Thriller         0.89              90.84
8403    116897               4.7                                                                                                   Wild Tales (2014)                              Comedy|Drama|Thriller         0.90              90.80
8476    120478               4.6                                                                                        The Salt of the Earth (2014)                                        Documentary         0.88              90.56
6943     70946               4.6                                                                                                      Troll 2 (1990)                                     Fantasy|Horror         0.89              90.56
2698      3819               4.6                                                                                                      Tampopo (1985)                                             Comedy         0.86              90.56


Top 10 recommendations after second reordering

      Movie ID  Predicted Rating                                   Recommended Movies                Genres  Serendipity  Exposure Fairness
5736     33649               5.0                                   Saving Face (2004)  Comedy|Drama|Romance         0.98             100.00
7639     92475               4.8  All Watched Over by Machines of Loving Grace (2011)           Documentary         0.93              95.27
7643     92535               4.9        Louis C.K.: Live at the Beacon Theater (2011)                Comedy         0.92              95.12
8419    117531               4.8                                     Watermark (2014)           Documentary         0.92              95.56
7350     84273               4.8                     Zeitgeist: Moving Forward (2011)           Documentary         0.92              95.56
9462    179135               4.8                                Blue Planet II (2017)           Documentary         0.92              95.56
9516    184245               4.8                              De platte jungle (1978)           Documentary         0.92              95.56
5431     26928               4.8                Summer's Tale, A (Conte d'été) (1996)  Comedy|Drama|Romance         0.92              95.56
8814    138966               4.8                     Nasu: Summer in Andalusia (2003)             Animation         0.92              95.56
7006     72171               4.8                                Black Dynamite (2009)         Action|Comedy         0.92              95.27
